| Nº pess/|Período|data atual|TipTmp|TxtDescritTipTempos      |     Número|
|   613939| 202205|04/05/2022|E407  |Hrs Extras 75%           |      6,67 |
|   613939| 202205|04/05/2022|BRCO  |Compensação horária      |      2,00 |
|   613939| 202205|04/05/2022|2350  |Jornada Mensal           |      6,33 |
|   613939| 202205|04/05/2022|9400  |Bco Hrs Compensadas 16-31|      0,45-|
|   613939| 202205|04/05/2022|0002  |Tempo teórico            |      6,33 |
|   613939| 202205|04/05/2022|0050  |Horas produtivas         |     16,00 |
|   613939| 202205|04/05/2022|0051  |Hrs/produtivas acumuladas|     16,00 |
|   624319| 202205|04/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   624319| 202205|04/05/2022|NUMA  |Numero Horas Tipo Proc/ A|      6,33 |
|   624319| 202205|04/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   624319| 202205|04/05/2022|2841  |Codigos de Abono         |      6,33 |
|   624319| 202205|04/05/2022|3100  |Férias                   |      6,33 |
|   624319| 202205|04/05/2022|0500  |Intervalo                |      1,00 |
|   624319| 202205|04/05/2022|0002  |Tempo teórico            |      6,33 |
|   624319| 202205|04/05/2022|0005  |Saldo horário flexível   |      6,33-|
|   624319| 202205|04/05/2022|TF01  |Flag de ausência         |      1,00 |
|   658953| 202205|04/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   658953| 202205|04/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   658953| 202205|04/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   658953| 202205|04/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   658953| 202205|04/05/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   658953| 202205|04/05/2022|PANT  |Par final anterior a DSR |     13,60 |
|   658953| 202205|04/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   658953| 202205|04/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,50 |
|   658953| 202205|04/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   658953| 202205|04/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   658953| 202205|04/05/2022|JREA  |Jornada Realizada        |      7,83 |
|   658953| 202205|04/05/2022|JRES  |Jornada Realizada Sadia  |      7,83 |
|   658953| 202205|04/05/2022|2837  |Horas Normais            |      7,33 |
|   658953| 202205|04/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   658953| 202205|04/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   658953| 202205|04/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,27 |
|   658953| 202205|04/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   658953| 202205|04/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,23 |
|   658953| 202205|04/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   658953| 202205|04/05/2022|2502  |Banco de Horas 60%       |      0,50 |
|   658953| 202205|04/05/2022|2700  |Saldo Semanal BH         |      0,50 |
|   658953| 202205|04/05/2022|2701  |Saldo Mensal BH          |      0,50 |
|   658953| 202205|04/05/2022|E502  |Bco Hrs 60%              |      0,50 |
|   658953| 202205|04/05/2022|8704  |Hrs Extras 60%           |      0,50 |
|   658953| 202205|04/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,50 |
|   658953| 202205|04/05/2022|0110  |Período variável Presença|      7,83 |
|   658953| 202205|04/05/2022|0010  |Presença                 |      7,83 |
|   658953| 202205|04/05/2022|0301  |Hrs/extras não autorizad/|      0,50 |
|   658953| 202205|04/05/2022|0100  |Período variável         |      7,33 |
|   658953| 202205|04/05/2022|0003  |Horário individual       |      7,33 |
|   658953| 202205|04/05/2022|0500  |Intervalo                |      1,00 |
|   658953| 202205|04/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   658953| 202205|04/05/2022|E837  |Hrs Normais              |      7,33 |
|   658953| 202205|04/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,23 |
|   658953| 202205|04/05/2022|BRCO  |Compensação horária      |      0,50 |
|   658953| 202205|04/05/2022|2350  |Jornada Mensal           |      7,33 |
|   658953| 202205|04/05/2022|9400  |Bco Hrs Compensadas 16-31|      7,48-|
|   658953| 202205|04/05/2022|0002  |Tempo teórico            |      7,33 |
|   658953| 202205|04/05/2022|0050  |Horas produtivas         |      7,83 |
|   658953| 202205|04/05/2022|0051  |Hrs/produtivas acumuladas|      7,83 |
|   660862| 202205|04/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   660862| 202205|04/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   660862| 202205|04/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   660862| 202205|04/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   660862| 202205|04/05/2022|PANT  |Par final anterior a DSR |     13,07 |
|   660862| 202205|04/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   660862| 202205|04/05/2022|NUMA  |Numero Horas Tipo Proc/ A|      0,48 |
|   660862| 202205|04/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   660862| 202205|04/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,85 |
|   660862| 202205|04/05/2022|JREA  |Jornada Realizada        |      6,85 |
|   660862| 202205|04/05/2022|JRES  |Jornada Realizada Sadia  |      6,85 |
|   660862| 202205|04/05/2022|2837  |Horas Normais            |      6,85 |
|   660862| 202205|04/05/2022|DSHT  |Horas trabalhadas/dia    |      6,85 |
|   660862| 202205|04/05/2022|BRTD  |Horas trabalho turno dia |      6,85 |
|   660862| 202205|04/05/2022|2400  |Horas Compensadas        |      0,48-|
|   660862| 202205|04/05/2022|2700  |Saldo Semanal BH         |      0,48-|
|   660862| 202205|04/05/2022|2701  |Saldo Mensal BH          |      0,48-|
|   660862| 202205|04/05/2022|3457  |Jorn Compens Banco Horas |      0,48 |
|   660862| 202205|04/05/2022|0110  |Período variável Presença|      6,85 |
|   660862| 202205|04/05/2022|0100  |Período variável         |      6,85 |
|   660862| 202205|04/05/2022|0010  |Presença                 |      6,85 |
|   660862| 202205|04/05/2022|0003  |Horário individual       |      6,85 |
|   660862| 202205|04/05/2022|0500  |Intervalo                |      1,00 |
|   660862| 202205|04/05/2022|Z200  |Horas normais troca dia  |      6,85 |
|   660862| 202205|04/05/2022|E837  |Hrs Normais              |      6,85 |
|   660862| 202205|04/05/2022|BRCO  |Compensação horária      |      0,48-|
|   660862| 202205|04/05/2022|2350  |Jornada Mensal           |      6,85 |
|   660862| 202205|04/05/2022|9400  |Bco Hrs Compensadas 16-31|      5,96-|
|   660862| 202205|04/05/2022|9357  |Bco Hrs Compensadas      |      0,48-|
|   660862| 202205|04/05/2022|4457  |Jorn Comp/ Banco Horas   |      0,48-|
|   660862| 202205|04/05/2022|0002  |Tempo teórico            |      7,33 |
|   660862| 202205|04/05/2022|0005  |Saldo horário flexível   |      0,48-|
|   660862| 202205|04/05/2022|0050  |Horas produtivas         |      6,85 |
|   660862| 202205|04/05/2022|0051  |Hrs/produtivas acumuladas|      6,85 |
|   306492| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   306492| 202205|05/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   306492| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   306492| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   306492| 202205|05/05/2022|PANT  |Par final anterior a DSR |     13,75 |
|   306492| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   306492| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,72 |
|   306492| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   306492| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   306492| 202205|05/05/2022|JREA  |Jornada Realizada        |      8,05 |
|   306492| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      8,05 |
|   306492| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   306492| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   306492| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   306492| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,42 |
|   306492| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   306492| 202205|05/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,30 |
|   306492| 202205|05/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   306492| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,72 |
|   306492| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,72 |
|   306492| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,72 |
|   306492| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,72 |
|   306492| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,72 |
|   306492| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,72 |
|   306492| 202205|05/05/2022|0110  |Período variável Presença|      8,05 |
|   306492| 202205|05/05/2022|0010  |Presença                 |      8,05 |
|   306492| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,72 |
|   306492| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   306492| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   306492| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   306492| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   306492| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   306492| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,30 |
|   306492| 202205|05/05/2022|BRCO  |Compensação horária      |      0,72 |
|   306492| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   306492| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   306492| 202205|05/05/2022|0050  |Horas produtivas         |      8,05 |
|   306492| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      8,05 |
|   306762| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   306762| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     21,92 |
|   306762| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     21,92 |
|   306762| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   306762| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   306762| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,50 |
|   306762| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   306762| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   306762| 202205|05/05/2022|JREA  |Jornada Realizada        |      6,83 |
|   306762| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      6,83 |
|   306762| 202205|05/05/2022|2837  |Horas Normais            |      6,33 |
|   306762| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,19 |
|   306762| 202205|05/05/2022|DSNT  |Hrs noturnas trab//dia   |      6,00 |
|   306762| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      0,33 |
|   306762| 202205|05/05/2022|BRTN  |Hrs/trabalho turno noite |      6,00 |
|   306762| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,50 |
|   306762| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   306762| 202205|05/05/2022|9100  |Redução Noturna          |      3,05 |
|   306762| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,50 |
|   306762| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,50 |
|   306762| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,50 |
|   306762| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,50 |
|   306762| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,50 |
|   306762| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,50 |
|   306762| 202205|05/05/2022|0110  |Período variável Presença|      6,83 |
|   306762| 202205|05/05/2022|0010  |Presença                 |      6,83 |
|   306762| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,50 |
|   306762| 202205|05/05/2022|0100  |Período variável         |      6,33 |
|   306762| 202205|05/05/2022|0003  |Horário individual       |      6,33 |
|   306762| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   306762| 202205|05/05/2022|Z200  |Horas normais troca dia  |      6,33 |
|   306762| 202205|05/05/2022|E837  |Hrs Normais              |      6,33 |
|   306762| 202205|05/05/2022|E455  |Adicional Noturno 25%    |      6,86 |
|   306762| 202205|05/05/2022|BRCO  |Compensação horária      |      0,50 |
|   306762| 202205|05/05/2022|2350  |Jornada Mensal           |      6,33 |
|   306762| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      0,35-|
|   306762| 202205|05/05/2022|0002  |Tempo teórico            |      6,33 |
|   306762| 202205|05/05/2022|0050  |Horas produtivas         |      6,83 |
|   306762| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      6,83 |
|   307458| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   307458| 202205|05/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   307458| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   307458| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   307458| 202205|05/05/2022|PANT  |Par final anterior a DSR |     13,42 |
|   307458| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   307458| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,53 |
|   307458| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   307458| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   307458| 202205|05/05/2022|JREA  |Jornada Realizada        |      7,87 |
|   307458| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      7,87 |
|   307458| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   307458| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   307458| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   307458| 202205|05/05/2022|BRN1  |HrsExtra turno noite Ctg1|      0,53 |
|   307458| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   307458| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,53 |
|   307458| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,53 |
|   307458| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,53 |
|   307458| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,53 |
|   307458| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,53 |
|   307458| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,53 |
|   307458| 202205|05/05/2022|0110  |Período variável Presença|      7,87 |
|   307458| 202205|05/05/2022|0010  |Presença                 |      7,87 |
|   307458| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,53 |
|   307458| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   307458| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   307458| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   307458| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   307458| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   307458| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,53 |
|   307458| 202205|05/05/2022|BRCO  |Compensação horária      |      0,53 |
|   307458| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   307458| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   307458| 202205|05/05/2022|0050  |Horas produtivas         |      7,87 |
|   307458| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      7,87 |
|   308176| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308176| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   308176| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   308176| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308176| 202205|05/05/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   308176| 202205|05/05/2022|PANT  |Par final anterior a DSR |     22,07 |
|   308176| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308176| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,40 |
|   308176| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308176| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   308176| 202205|05/05/2022|JREA  |Jornada Realizada        |      7,73 |
|   308176| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      7,73 |
|   308176| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   308176| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   308176| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   308176| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,33 |
|   308176| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   308176| 202205|05/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,07 |
|   308176| 202205|05/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   308176| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,40 |
|   308176| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,40 |
|   308176| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,40 |
|   308176| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,40 |
|   308176| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,40 |
|   308176| 202205|05/05/2022|0110  |Período variável Presença|      7,73 |
|   308176| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   308176| 202205|05/05/2022|0010  |Presença                 |      7,73 |
|   308176| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   308176| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   308176| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,40 |
|   308176| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,40 |
|   308176| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   308176| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   308176| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,07 |
|   308176| 202205|05/05/2022|BRCO  |Compensação horária      |      0,40 |
|   308176| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   308176| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      3,78-|
|   308176| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   308176| 202205|05/05/2022|0005  |Saldo horário flexível   |      0,00 |
|   308176| 202205|05/05/2022|0050  |Horas produtivas         |      7,73 |
|   308176| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      7,73 |
|   308322| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308322| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   308322| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   308322| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308322| 202205|05/05/2022|PANT  |Par final anterior a DSR |     22,32 |
|   308322| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308322| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,65 |
|   308322| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308322| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   308322| 202205|05/05/2022|JREA  |Jornada Realizada        |      7,98 |
|   308322| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      7,98 |
|   308322| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   308322| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   308322| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   308322| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,33 |
|   308322| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   308322| 202205|05/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,32 |
|   308322| 202205|05/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   308322| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,65 |
|   308322| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,65 |
|   308322| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,65 |
|   308322| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,65 |
|   308322| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,65 |
|   308322| 202205|05/05/2022|0110  |Período variável Presença|      7,98 |
|   308322| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   308322| 202205|05/05/2022|0010  |Presença                 |      7,98 |
|   308322| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   308322| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   308322| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,65 |
|   308322| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,65 |
|   308322| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   308322| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   308322| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,32 |
|   308322| 202205|05/05/2022|BRCO  |Compensação horária      |      0,65 |
|   308322| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   308322| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      6,95-|
|   308322| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   308322| 202205|05/05/2022|0005  |Saldo horário flexível   |      0,00 |
|   308322| 202205|05/05/2022|0050  |Horas produtivas         |      7,98 |
|   308322| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      7,98 |
|   308556| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308556| 202205|05/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   308556| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   308556| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308556| 202205|05/05/2022|PANT  |Par final anterior a DSR |     14,12 |
|   308556| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308556| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,78 |
|   308556| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308556| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   308556| 202205|05/05/2022|JREA  |Jornada Realizada        |      8,12 |
|   308556| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      8,12 |
|   308556| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   308556| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   308556| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   308556| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,78 |
|   308556| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   308556| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,78 |
|   308556| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,78 |
|   308556| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,78 |
|   308556| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,78 |
|   308556| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,78 |
|   308556| 202205|05/05/2022|0110  |Período variável Presença|      8,12 |
|   308556| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   308556| 202205|05/05/2022|0010  |Presença                 |      8,12 |
|   308556| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   308556| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   308556| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,78 |
|   308556| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,78 |
|   308556| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   308556| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   308556| 202205|05/05/2022|BRCO  |Compensação horária      |      0,78 |
|   308556| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   308556| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      1,80-|
|   308556| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   308556| 202205|05/05/2022|0050  |Horas produtivas         |      8,12 |
|   308556| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      8,12 |
|   308777| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308777| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |     11,00-|
|   308777| 202205|05/05/2022|NUMA  |Numero Horas Tipo Proc/ A|      6,33 |
|   308777| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308777| 202205|05/05/2022|3997  |Horas de Faltas          |      6,33 |
|   308777| 202205|05/05/2022|BRDE  |Horas de dedução         |      6,33 |
|   308777| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      0,42-|
|   308777| 202205|05/05/2022|0002  |Tempo teórico            |      6,33 |
|   308777| 202205|05/05/2022|0005  |Saldo horário flexível   |      6,33-|
|   309141| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   309141| 202205|05/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   309141| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   309141| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   309141| 202205|05/05/2022|PANT  |Par final anterior a DSR |     13,43 |
|   309141| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   309141| 202205|05/05/2022|NUMA  |Numero Horas Tipo Proc/ A|      0,02 |
|   309141| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   309141| 202205|05/05/2022|NUMQ  |Numero Horas Tipo Proc/ Q|      0,10 |
|   309141| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,22 |
|   309141| 202205|05/05/2022|JREA  |Jornada Realizada        |      7,32 |
|   309141| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      7,32 |
|   309141| 202205|05/05/2022|2837  |Horas Normais            |      7,22 |
|   309141| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,22 |
|   309141| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,32 |
|   309141| 202205|05/05/2022|2400  |Horas Compensadas        |      0,02-|
|   309141| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,02-|
|   309141| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,02-|
|   309141| 202205|05/05/2022|3457  |Jorn Compens Banco Horas |      0,02 |
